id,aasta,voor,tase,number,pealkiri,raskus,kategooria,tüüp,alamteema,autor,statement_tex,vihje_tex,lahendus_tex,lahendusvotted,katsevahendid,punktid,lahendusseis,allikas,allikas_failitee,allikas_kaust
2019-v3g-05,2019,lõppvoor,G,5,Jääkeegel,5,dünaamika,T,põrge ja energia,,"\begin{wrapfigure}{r}{0.38\textwidth}
  \vspace{-25pt}
  \begin{center}
    \includegraphics[width=0.4\textwidth]{2019-v3g-05-yl.jpg}
    % Pildi allikas Wikimedia Commons https://upload.wikimedia.org/wikipedia/commons/4/4f/Curling_stones.jpg
  \end{center}
  \vspace{-20pt}
\end{wrapfigure}

Jääkeegel ehk kurling on talispordimäng, mille eesmärgiks on enda meeskonna kivide libistamine jääväljakule märgitud märklaua keskkohale võimalikult lähedale. Sealjuures on lubatud enda kividega vastase kivisid eemale tõugata. Vaatamegi olukorda, kus vastasel on õnnestunud üks kivi täpselt märklaua keskele libistada. Kui suure kiirusega $v_0$ peaks oma kiviga vastase kivi tabama, et pärast vastase kivi eemaletõukamist jääks see ise täpselt märklaua keskele? Jääkeeglikivid on võrdse massiga ning läbimõõduga $D=\SI{29}{cm}$. Hõõrdetegur jää ja kivide vahel on $\mu = \num{0.02}$ ning kividevahelisel põrkel muundub soojuseks $\eta=40\%$ esialgsest kineetilisest energiast. Raskuskiirendus $g=\SI{9.8}{m/s^2}$.",,"Esmalt veendume selles, et esialgu liikuva kivi märklaua keskele jõudmiseks peab kivide vahel toimuma tsentraalne otsepõrge. Oletame vastuväiteliselt, et liikuva kivi trajektoori pikendus ei läbi enne põrget seisva kivi massikeset, vaid möödub sellest näiteks paremalt poolt (liikumise sihis vaadatuna). Kuna kivide ristlõiked on ringikujulised ja eeldame, et kivi massikese asub ringi keskel, siis mõjuvad kivide vahel põrke ajal jõud piki nende massikeskmeid ühendavat sirget. Jagades liikumatu kivi poolt liikuvale kivile avaldatava jõu kaheks komponendiks, millest üks on piki kivi esialgset trajektoori ja teine sellega risti, näeme et jõu ristikomponent on suunatud liikumise sihist paremale. Seega pöördub liikuva kivi trajektoor põrke tulemusel veel rohkem paremale ja ei saa läbida märklaua keskpunkti. Järelikult peab ülesande tingimuste täitmiseks toimuma tsentraalne otsepõrge ja saame järgnevalt olukorda vaadelda ühemõõtmelisena.

Märklaua keskele jõudmiseks peab esialgu liikuv kivi pärast põrget teatud kiirusega edasi liikuma ja seejärel jääga hõõrdumise tõttu seisma jääma. Tähistame kiirused: $v_0$ ja $v$ -- esialgu liikuva kivi kiirus enne ja pärast põrget ning $u$ -- esialgu seisva kivi kiirus pärast põrget. Impulsi jäävuse seadusest:
\begin{equation}
mv_0 = mv + mu,
\end{equation}
kus $m$ on kivi mass, mis nagu näha välja taandub. Samuti saame kirjutada energia jäävuse seaduse
\begin{equation}
\left(1-\eta\right)\frac{mv_0^2}{2} = \frac{mv^2}{2} + \frac{mu^2}{2},
\end{equation}
kus $\eta = \num{0.4}$ on põrkel kaduma läinud energia osakaal.

Kiiruse $v$ jaoks kehtib tingimus
\begin{equation}
\frac{mv^2}{2} = \mu mgs,
\end{equation}
ehk esialgu liikuva kivi kineetiline energia pärast põrget on võrdne hõõrdejõu tööga kivi seismajäämisel. Põrke hetkel on esialgu liikuva kivi keskkoha kaugus märklauast võrdne kivi läbimõõduga ehk $s = D$ ja $v = \sqrt{2\mu gD}$.

Kiiruse $v_0$ leidmiseks avaldame impulsi jäävuse seadusest $u = v_0 - v$ ja asetame selle energia jäävuse avaldisse:
\begin{equation}
\left( 1 - \eta \right)v_0^2 = v^2 + \left(v_0 - v\right)^2, 
\end{equation}
millest
\begin{equation}
\eta v_0^2 - 2v_0 v + 2v^2 = 0.
\end{equation}
Saadud ruutvõrrandi lahend on
\begin{equation}
v_0 =  \frac{v\left( 1 \pm \sqrt{1-2\eta} \right)}{\eta}
\end{equation}
ehk kasutades eelnevalt leitud $v$ avaldist, saame
\begin{equation}
v_0 =  \frac{\sqrt{2\mu gD}\left( 1 \pm \sqrt{1-2\eta} \right)}{\eta}.
\end{equation}
Vastavalt märgile ruutvõrrandi lahendi valemis saaksime kiirusteks

\begin{center}
\begin{tabular}{|c|c|c|}
\hline 
 & $+$ & $-$ \\ 
\hline 
$v_0$ & \SI{1.22}{m/s} & \SI{0.47}{m/s} \\ 
\hline 
$v$ & \SI{0.34}{m/s} & \SI{0.34}{m/s} \\ 
\hline 
$u$ & \SI{0.88}{m/s} & \SI{0.13}{m/s} \\ 
\hline 
\end{tabular}
\end{center}

Kuna kivid ei saa pärast põrget üksteisest läbi minna, siis peab kehtima $u > v$ ja füüsikaliselt sobib ainult pluss-märgiga lahend ehk kivi kiirus enne põrget on $v_0 = \SI{1.2}{m/s}$.","Kasutage energia säilitamise seadust ja põrke seadusi, et leida vajalik algkiirus.",,,,,physics-collection/probs_b3/2019-v3g-05.tex,probs_b3
2019-v3g-06,2019,lõppvoor,G,6,Lõks,6,dünaamika,T,tsüklotronperiood,,"Kuulike massiga $m$ ja laenguga $q$ sisenes läbi väikse augu silindrisse, mida täidab teljesihiline homogeenne magnetväli induktsiooniga $B$. Sisenemishetkel oli kuulikese kiirus radiaalsihiline. Kuulike väljus silindrist sama augu kaudu peale kahte absoluutselt elastset põrget silindri seintega. Kui kaua viibis kuulike silindris? 
\vspace{-5pt}",,"\begin{wrapfigure}[7]{r}{0.41\textwidth}
  \vspace{-25pt}
  \begin{center}
\includegraphics[scale=0.3]{2019-v3g-06-sol.pdf}
    % Pildi allikas Wikimedia Commons https://upload.wikimedia.org/wikipedia/commons/4/4f/Curling_stones.jpg
  \end{center}
  \vspace{-20pt}
\end{wrapfigure}

Kuulikese trajektoor silindris koosneb kolmest kaarejupist nii nagu näidatud joonisel. Nagu jooniselt näha, igale kaarejupile vastav kesknurk on 60 kraadi, seega trajektooride kesknurkade summa on pool täisringist, st kuulike veedab silindris pool tsüklotronperioodist  $t=T/2=\pi\frac m{qB}$.","Kasutage tsüklotronperioodi valemit, et leida kuulike viibimise aeg silindris.",,,,,physics-collection/probs_b3/2019-v3g-06.tex,probs_b3
2019-v3g-07,2019,lõppvoor,G,7,3 ruutu,7,elektriahelad,T,ampermeetri näidud,,"\begin{wrapfigure}[4]{r}{0.45\textwidth}
  \vspace{-15pt}
  \begin{center}
  \includegraphics[scale=0.65]{2019-v3g-07-yl.pdf}
  \end{center}
  \vspace{-20pt}
\end{wrapfigure}



Toodud skeemis on kõigi takistite takistus kolm oomi, patarei pinge on 48 volti. Leidke ampermeetrite näidud. 
\vspace{25pt}",,"Lihtsustame skeemi arvestades sellega, et ideaalsete ampermeetrite sisetakistus on null: me võime lühistada need sõlmpunktid, mis on ühendatud juhtmega läbi ampermeetri. Selleks, et olla kindel vigadeta skeemi teisendamises tähistame takistid numbritega ja sõlmpunktid tähtedega, vt esimene joonis. Paneme tähele, et Kirchoffi vooluseaduse tõttu näitavad ampermeetrid vastavalt esimese ja viienda, seitsmenda ja neljanda ning kaheksanda ja neljanda  takisti voolude vahet.

Seejärel alustame sõlmpunktide märkimisest ja ühendame need samade takistitega, mis algseski skeemis, tulemus on näidatud teisel joonisel. Viimase sammuna  jagame sõlmpunkti C kaheks osaks lõigates mõtteliselt läbi joonise sümmeetriateljel oleva vertikaalse juhtme; seda võib teha,  sest sümmeetria tõttu puudub selles vertikaalses juhtmes vool. Nüüd on juba lihtne leida takistite voolud: takistitest 8 ja 9 koosneva ahela kogutakistus on $r_8=\SI {6}\ohm$, seetõttu  läbib neid vool $i_8=\mathcal E/r_8=\SI 8A$. Punktide B ja D vahelise viiest takistist koosneva ahelajupi takistus on $\frac 67\SI {}\ohm$ ning seega ülemise ahelapoole kogutakistus on $r_1=\frac {48}7\SI {}\ohm$ ja takisti 1 vool $i_1=\mathcal E/r_1=\SI 7A$. Seega langeb takistite 1 ja 7 peale kokku pinge $2i_1R=\SI {42}V$, mistõttu sõlmede B ja D vaheline pinge on $V_5=\mathcal E-2i_1R=\SI {6}V$. Järelikult on takisti 5 vool $i_5=V_5/R=\SI 2\A$ ja takisti 2 vool $i_2=V_5/(2R)=\SI 1\A$. 

Niisiis on vasakpoolse ülemise ampermeetri vool $i_8=i_1-i_5=\SI 5A$ ning sümmeetria tõttu näitab sama voolutugevust ka parempooolne ülemine
 
ampermeeter. Alumise ampermeetri näit on $i_8-i_2=\SI 7A$.\\

\begin{figure}[h]
    \centering
    \begin{subfigure}[h]{0.45\textwidth}
     \includegraphics[width=\textwidth]{2019-v3g-07-sol1.pdf}\\
    \end{subfigure}
    \begin{subfigure}[h]{0.45\textwidth}
    \vspace{-10pt}
     \includegraphics[width=\textwidth]{2019-v3g-07-sol2.pdf}
    \end{subfigure}
 \end{figure}","Kasutage Kirchoffi seadusi ja analüüsige takistite ühendusi, et leida voolud.",,,,,physics-collection/probs_b3/2019-v3g-07.tex,probs_b3
2019-v3g-08,2019,lõppvoor,G,8,Kärbes,8,kinemaatika,T,minimaalne kiirus,,"Kärbes lendab läätse peateljega paralleelselt, teljest kaugusel $a$, läätse suunas konstantse kiirusega $v$ alustades suurest kaugusest ja lõpetades läätse juures. Läätse fookuskaugus on $f$. Milline on selle lennu jooksul kärbse minimaalne kiirus tema kujutise suhtes?",,"Kui kärbes liigub mööda joonisel näidatud horisontaalset sirget, mis lõikub läätsega punktis A ja alustab liikumist väga kaugelt, siis kärbse kujutis liigub mööda kaldjoont, mis läbib punkti A ja fookust F (sest sirge kujutis on sirge ja need kaks sirget lõikuvad läätse tasandis) ning alustab liikumist punktist F eemaldudes alguses väga aeglaselt. Kujutise kiirus kasvab monotoonselt kuni jõuab lõpmatusse hetkel, mil kärbes läbib fokaaltasandi. Seega, kui kärbse kiirust kujutab horisontaalne vektor $v$ parempoolsel joonisel, siis kujutise kiiruse vektor erinevatel ajahetkedel on kujutatud kaldus olevate vektoritena $u$. On ilmne, et nende kahe vektori vahe $w$ on minimaalne siis, kui vektor $w$ on risti vektoriga $u$. Seega saame $u_{\min}=v\sin\alpha$. Kolmnurga $OAF$ põhjal $\sin\alpha=a/\sqrt{a^2+f^2}$ ning $u_{\min}=va/\sqrt{a^2+f^2}$.\\

\begin{center}
\includegraphics[scale=0.7]{2019-v3g-08-sol.pdf}
\end{center}","Kasutage geomeetrilisi suhteid ja trigonometrilisi funktsioone, et leida kärbse minimaalne kiirus tema kujutise suhtes.",,,,,physics-collection/probs_b3/2019-v3g-08.tex,probs_b3
2019-v3g-09,2019,lõppvoor,G,9,Niit ja poolsfäär,9,elektrostaatika,T,indutseeritud laeng,,"Millise kogulaengu $Q$ indutseerib peenikese juhtme abil maandatud kerale, mille raadius on $R$, peenest traadist rõngas raadiusega $r$, mis kannab laengut $q$, kui kera ja rõnga keskpunktide vahekaugus on $d$ ning kera keskpunkt asub rõnga sümmeetriateljel? Maandamisjuhtme mahtuvus on tühiselt väike.",,"Et kera on maandatud, siis selle keskpunkti potentsiaal on 0. Superpositsiooniprintsiibi abil saame selle avaldada kui kera pinnale indutseeritud laengute $Q_i$ ja rõngal olevate laengute $q_j$ panuste summa: $0=\sum_i kQ_i/R+k\sum_jkq_j/l$, kus $l=\sqrt{r^2+d^2}$ on rõnga punktide kaugus kera keskpunktist. Summas saab konstandid sulgude ette tuua: $0=\frac kR \sum_iQ_i+\frac kl\sum_jq_j=kQ/R+kq/l$, seega $Q=-qR/\sqrt{r^2+d^2}$.",Kasutage superpositsiooniprintsiipi ja potentsiaali arvutamist.,,,,,physics-collection/probs_b3/2019-v3g-09.tex,probs_b3
2019-v2g-01,2019,piirkonnavoor,G,1,Rong,2,kinemaatika,T,rongide liikumine,Carel Kuusk,"Juku tahtis teada, mitu vagunit on rongis. Selleks seisis ta perroonil esimese vaguni esiotsaga kohakuti ning ootas, kuni rong ühtlase kiirendusega sõitmist alustas.
Stopperiga mõõtes sai ta teada, et esimene vagun läks temast mööda täpselt aja $t_1=\SI{10}{s}$ jooksul ning viimane vagun aja  $t_2 = \SI{1.83}{s}$ jooksul. Mitu vagunit oli rongis?
Vagunid on identsed.","Tähistades rongide arvu $n$-ga, saame kirja panna ühe vaguni möödumise aja, esimese $n-1$ vaguni möödumise aja ning kõikide vagunite aja ning tekkinud võrrandisüsteemi lahendada.","Olgu rongi kiirendus $a$ ning vagunite arv $n$. Kuna vagunid on identsed, siis ühe vaguni pikkus on $s=at_1^2/2$. Kõik vagunid mööduvad Jukust aja 
aja $t_n=\sqrt{2sn/a}$ jooksul ning kõik peale viimase vaguni aja $t_{n-1}=\sqrt{2s(n-1)/a}$ jooksul. Seega 
\begin{align*}
  t_2=t_n-t_{n-1}&=\sqrt{\frac{2sn}{a}}-\sqrt{\frac{2s(n-1)}{a}}=t_1(\sqrt{n}-\sqrt{n-1})\implies\\
  \sqrt{n - 1} &= \sqrt{n} - \frac{t_2}{t_1} \implies n - 1 = n - 2\sqrt{n}\frac{t_2}{t_1} + \left(\frac{t_2}{t_1}\right)^2 \implies\\
  n &= \frac{1}{4}\left(\frac{t_2}{t_1} + \frac{t_1}{t_2}\right)^2 = 7.97 \approx 8.
\end{align*}
Teisisõnu, rongis oli 8 vagunit.",Kasutage kiirus-aja seoseid ja lahendage saadud võrrandisüsteem.,,,,,physics-collection/probs_b3/2019-v2g-01.tex,probs_b3
2019-v2g-10,2019,piirkonnavoor,G,10,3 dioodi,9,elektriahelad,T,dioodide võimsus,Jaan Kalda,"Joonisel näidatud skeem sisaldab kahte ühesugust takistit $r=\SI{1.0}\ohm$ ning kolme valgusdioodi: sinist, rohelist ja punast, mis on tähistatud vastavalt tähtedega $S$, $R$ ja $P$. Dioodide voolutugevuse sõltuvust pingest võib lugeda lihtsuse mõttes selliseks nagu näidatud kõrvaloleval graafikul: voolutugevus on null, kui dioodile rakendatud päripinge on väiksem avanemispingest $U_a$ ning suvalise nullist erineva pärivoolu korral on dioodi pinge võrdne $U_a$-ga. Avanemispinged on dioodidel järgmised: sinisel $\SI{3.2}V$, rohelisel  $\SI{2.6}V$ ja punasel  $\SI{1.8}V$. Sisendklemmidele $A$ ja $B$ rakendatakse konstantse voolu allikas, mis hoiab klemmi $A$ siseneva ning klemmist $B$ väljuva voolu võrdse $I=\SI{1.0}A$-ga. Millist võimsust tarbivad dioodid (leidke iga dioodi võimsus eraldi)?
\begin{center}
  \includegraphics[width = 0.8\textwidth]{2019-v2g-10-yl.pdf}
\end{center}","Üks võimalikke lähenemisi on vaadelda protsessi, kus sisendpinget suurendatakse järk-järgult. Alguses on kõik dioodid suletud, ning seejärel hakkavad nad ükshaaval avanema kuni jõutakse lõppolukorrani, kus sisendvoolu väärtus on $I=\SI{1.0}A$.","Vaatleme protsessi, kus sisendpinget hakatakse nullist alates aeglaselt suurendama. Väikese voolu korral on pingelang takisteil tühine, seetõttu on kõigi dioodide pinged peaaegu võrdsed. See tähendab, et esimesena avaneb kõige madalama avanemispingega diood - punane diood. Voolu kasvatamisel pingelang takisteil kasvab; et esialgu on roheline diood suletud, siis läbib mõlemat takistit sama tugev vool, mis tähendab et ka takistite pinged on võrdsed. Et rohelise ja punase dioodi avanemispingete vahe on suurem, kui sinise ja rohelise dioodi avanemispingete vahe, siis järgmisena avaneb sinine diood. Sellest hetkest, kui sinine diood on avatud, ei saa takistite voolud enam kasvada (potentsiaalid takistite otstel on määratud sinise ja punase dioodi avanemispingetega), mistõttu roheline diood jääb kogu aeg suletuks, st rohelisse dioodi minev vool on null. Nüüd on kaks takistit järjestikühenduses, kusjuures pinge otste vahel on võrdne sinise ja punase dioodi avanemispingete vahega $U_T=\SI{1.4}V$. See tähendab, et vool takisteis on $I_t=U_t/(2r)=\SI{0.7}A$. See on ka punase dioodi vool, mis tähendab, et punase dioodi võimsus $P_p=\SI{0.7}A\cdot \SI{1.8}V\approx {1.3}W$. Sinisesse dioodi läheb sisendvoolu ja takistite voolu vahe $\SI{0.3}A$, mistõttu sinise dioodi võimsus $P_s=\SI{0.3}A\cdot \SI{3.2}V\approx {1.0}W$. Rohelise dioodi võimsus on null.","Analüüsi dioodide avanemist järjestikku, et leida iga dioodi pingelang ja seejärel arvuta võimsus P = U * I.",,,,,physics-collection/probs_b3/2019-v2g-10.tex,probs_b3
2019-v2g-02,2019,piirkonnavoor,G,2,Peegel,2,geomeetriline optika,T,peegeldumine,Jaan Kalda,"Optilises skeemis (vt joonist) on kujutatud kolme valguskiire viit fragmenti. Samuti on teada, et skeemis on tasapeegel, mis on joonise tasandiga risti. Rekonstrueerige peegli asukoht.
\begin{center}
  \includegraphics[width = 0.6\textwidth]{2019-v2g-02-yl.pdf}
\end{center}","Paneme tähele, et ükski kiirefragment ei ole teisega samal sirgel. See tähendab, et kõikide kiirefragmentide puhul on tegemist kas erinevate kiirtega või sama kiire fragmentidega enne ja pörast peegeldumist. Et kiiri on kokku ainult kolm, siis vähemalt kaks fragmenti peavad olema pärit samalt kiirelt, üks enne ning teine pärast peegeldumist. Kui me suudame kindlaks teha, millised on need kaks fragmendipaari, siis saame leida peegli asukoha kui kahe kiirepaari pikenduste lõikepunkte ühendava joone.","Paneme tähele, et ükski kiirefragment ei ole teisega samal sirgel. See tähendab, et kõikide kiirefragmentide puhul on tegemist kas erinevate kiirtega või sama kiire fragmentidega enne ja pörast peegeldumist. Et kiiri on kokku ainult kolm, siis vähemalt kaks fragmenti peavad olema pärit samalt kiirelt, üks enne ning teine pärast peegeldumist. Kui me suudame kindlaks teha, millised on need kaks fragmendipaari, siis saame leida peegli asukoha kui kahe kiirepaari pikenduste lõikepunkte ühendava joone. Viis fragmenti annavad pikendades viis sirget, mis lõikuvad paarikaupa kümnes erinevas punktis. Pikendame kõiki kiiri lõikumisteni ja leiame need 10 lõikepunkti. Ühendame need 15 lõikepunktipaari, mida ühendav joon saab olla peegliks (st mis ei ole juba ühendatud fragmendipikendusega), joonega (punased jooned joonisel). Leiame punaste joonte hulgast sellise, mis sobib peegliks: joon moodustab vastavalt võrdsed nurgad lõikuvate kiirtega, (joonisel on võrdsed nurgad märgitud roheliste ja siniste kaarekestega ning peegli asukoht jämeda punase joonega). 
\begin{center}
\includegraphics[scale=0.7]{2019-v2g-02-sol.pdf}
\end{center}","Pikendage kiiri, et leida lõikepunktid ja ühendage need, et määrata peegli asukoht.",,,,,physics-collection/probs_b3/2019-v2g-02.tex,probs_b3
2019-v2g-03,2019,piirkonnavoor,G,3,Kärbes,3,geomeetriline optika,T,kumerlääts,Kristian Kuppart,"Kärbes asub kumerläätsest kümnekordse fookuskauguse kaugusel ning läätse optilisest peateljest kolme fookuskauguse kaugusel ning hakkab liikuma otse oma kujutise poole. Kui kaugel läätse tasandist asub kärbes hetkel, kui tema tõeline kujutis liigub kärbse suhtes\\
\osa kõige aeglasemalt;\\
\osa kõige kiiremini? Kui suur on kärbse kujutise kiirus kärbse suhtes nendel hetkedel? Põhjendage vastust.",Kärbse liikumise käigus on ta suunatud läätse keskpunkti suunas ning seega asuvad kärbes ja tema kujutis alati samal sirgel. Kärbse kujutis algab liikumist fookusest seespol ning mingil hetkel jõuab lõpmatusse.,"\begin{center}
  \includegraphics[width=0.9\textwidth]{2019-v2g-03-sol.pdf}
\end{center}

Olgu läätse fookuskaugus $f$, kärbse esialgne asukoht $A$, vähima kiirusega asukoht $B$, suurima kiirusega asukoht $C$ ning nende vastavate kujutiste asukohad tähistatud ülakomaga. Paneme tähele, et kuna kärbes lendab alati oma kujutise poole, on ta suunatud läätse keskpunkti suunas ning seega asuvad kärbes ja tema kujutis alati sirgel $AA'$.\\
\osa Kui kärbes lendab punktist $A$ punkti $B$, siis tema kujutis liigub punktist $A'$ punkti $B'$. Jooniselt on näha, et kärbse kujutis liigub aeglasemalt kui kärbes. Kui kärbes on läätsest kaugusel $2f$, siis asub samuti ta kujutis kaugusel $2f$ teisel pool läätse (selles saab veenduda läätsevalemi kaudu). Sellisel juhul on kärbse ja tema kujutise kiirused võrdsed ning suhteline kiirus seega null. Teisisõnu on kärbse ja tema kujutise vaheline kiirus minimaalne siis, kui kärbes asub läätsest kahekordse fookuskauguse kaugusel.\\
\osa Kui kärbes liigub punktist $B$ fookaaltasandi suunas, siis kujutise kiirus järjest suureneb ning vahetult enne fokaaltasandile jõudmist on kujutise kiirus lõpmatult suur ($v_\mathrm{max} \rightarrow \infty\SI{}{\,m/s}$). Seega on kujutise kiirus kärbse suhtes maksimaalne siis, kui kärbes on väga lähedal fokaaltasandile ehk kärbes asub läätse tasandist fookuskauguse kaugusel.",Kasutage läätse valemit ja analüüsige kärbse ja tema kujutise liikumise suundi.,,,,,physics-collection/probs_b3/2019-v2g-03.tex,probs_b3
2019-v2g-04,2019,piirkonnavoor,G,4,Vaakum,3,termodünaamika,T,vakumitekitamine,Valter Kiisk,"Vaatleme mõlemast otsast õhukindlalt suletud klaastoru pikkusega $\ell=\SI{1}{m}$ ning sisediameetriga $d=\SI{1}{cm}$. Õhurõhk on $p=\SI{101.3}{kPa}$.\\
\osa Kui palju tööd tuleb minimaalselt teha torus vaakumi tekitamiseks?\\
\osa Vakumeeritud toru hoitakse horisontaalselt ning selle sees ühte otsa on paigutatud teraskuul. Teraskuul saab torus libiseda hõõrdevabalt ning selle diameeter on võrdne toru sisediameetriga. Õnnetuse tõttu puruneb toru kuulikese poolne ots ning õhu surve paneb kuulikese liikuma vakumeeritud osa suunas. Kui suure kiiruse omandab kuulike vahetult enne teise otsa jõudmist? Terase tihedus on $\SI{7.9}{g/cm^3}$ ning võite eeldada, et $\ell \gg d$.",Toru tühjakspumpamise käigus teeb torus sees olev õhk tööd välisrõhu $p$ vastu vahemaa $\ell$ vältel. Teises osas läheb sama hulk tööd teraskuuli kineetiliseks energiaks.,"\osa Toru tühjakspumpamine tähendab sisuliselt õhu väljasurumist torust, tehes tööd välisrõhu $p$ vastu. Õhk mõjub kuulikesele jõuga $pS$, kus toru ristlõikepindala $S=\pi(d/2)^2=\SI{0.79}{cm^2}$. Jõudu $pS$ tuleb rakendada teepikkusel $\ell$, nii et tehtud töö $A=pS\ell\approx\SI{8.0}{J}$. \\
\osa Kuulikese mass on
\[
m=\rho V=\rho\frac{4}{3}\pi\left(\frac{d}{2}\right)^3 = \SI{4.1}{g}.
\]
Kuna kuulike liigub eeldatavasti heli kiirusest hulga aeglasemalt, siis mõjub talle praktiliselt konstantne kiirendav jõud $pS$, jällegi teepikkusel $\ell$. Järelikult eelmises punktis leitud töö $A$ annab ühtlasi kuulikese kineetilise energia $mv^2/2$ toru teises otsas. Seega,
\[
v=\sqrt{\frac{2A}{m}} = \approx\SI{62}{m/s}.
\]
Alternatiivselt on lõppkiirus leitav üldtuntud valemi $v^2-v_0^2=2a\ell$ kaudu, kus algkiirus $v_0=0$ ja kiirendus $a=pS/m$.","Kasutage töö ja energia seoseid, et leida vajalik töö ja kuuli kiirus.",,,,,physics-collection/probs_b3/2019-v2g-04.tex,probs_b3
2019-v2g-05,2019,piirkonnavoor,G,5,Osake magnetväljas,5,magnetism,T,Lorentzi jõud,Erkki Tempel,"Osake laenguga $q$, massiga $m$ ja kiirusega $v$ siseneb magnetvälja induktsiooniga $B$. Kui lai peab minimaalselt olema magnetvälja ala $l$, et osake liiguks pärast magnetväljast väljumist esialgsele liikumissuunale vastassuunas?
\begin{center}
  \includegraphics[width = 0.4\linewidth]{2019-v2g-05-yl.pdf}
\end{center}",,"Kui osake siseneb magnetvälja, siis mõjub osakesele Lorenzi jõud $F_L = qvB\sin{\alpha}$. Osake siseneb magnetvälja risti magnetväljaga ning hakkab Lorentzi jõi tõttu liikuma mööda ringjoont.

Ringjoone raadius $r$ on minimaalne siis, kui osake siseneb magnetvälja alt ning väljub ülevalt servast. Mööda ringjoont liikudes mõjub osakesele tsentrifugaaljõud
\[ F_T = \frac{mv^2}{r}\]
Lorentzi jõud ja tsentrifugaaljõud on võrdsed , seega saame avaldada ringjoone raadiuse $r$
\[ F_L = F_T \quad\quad\Rightarrow\quad\quad qvB = \frac{mv^2}{r} \quad\quad\Rightarrow\quad\quad r = \frac{mv^2}{qvB} \]
Seega on magnetvälja ala minimaalne laius $l$
\[ l = 2r = \frac{2mv^2}{qvB} \]

 \vspace{-20pt}
  \begin{center}
    \includegraphics[width=0.5\textwidth]{2019-v2g-05-sol.pdf}
  \end{center}
  \vspace{-20pt}","Kasutage Lorentzi jõu ja tsentrifugaaljõu tasakaalu, et leida ringjoone raadius ja seega magnetvälja ala laius.",,,,,physics-collection/probs_b3/2019-v2g-05.tex,probs_b3
2019-v2g-06,2019,piirkonnavoor,G,6,Kondensaator,6,elektriahelad,T,kondensaatori laadimine,Hans Daniel Kaimre,"Kondensaatorit laetakse kõrvaloleva skeemi järgi alalisvooluallikast pingega $U=\SI{12}{\V}$. Skeemis olevate takistite takistused on vastavalt $R_1=\SI{1}{\kilo\ohm}$, $R_2=\SI{2}{\kilo\ohm}$ ning $R_3=\SI{3}{\kilo\ohm}$. Millise maksimaalse pingeni on kondensaatorit niimoodi võimalik laadida? 
\begin{center}
  \includegraphics[width = 0.40\linewidth]{2019-v2g-06-yl.pdf}
\end{center}",Maksimaalse pingeni laetud kondensaatorit vool ei läbi. Vastasel juhul ei oleks tegu maksimaalse pingega. Järelikult ei läbi ka takistit $R_3$ vool.,"Pinge kondensaatoril on maksimaalne siis, kui seda vool ei läbi. Sellisel juhul on ka takistit $R_3$ läbiv vool ning omakorda ka pingelang null. See tähendab, et pinge kondensaatori klemmidel on võrdne pingega takistil $R_2$. Viimase leiame Ohmi seadusest:
\begin{align*}
  U_2&=I_2R_2, \quad I_2=\frac{U}{R_1+R_2} \Rightarrow\\
  U_C&=U_2=\frac{U}{R_1+R_2}R_2 = \SI{8}{V}.
\end{align*}",Kasutage Ohmi seadust ja analüüsige voolu kondensaatori laadimise ajal.,,,,,physics-collection/probs_b3/2019-v2g-06.tex,probs_b3
2019-v2g-07,2019,piirkonnavoor,G,7,Lennurada,4,dünaamika,T,üleslükkejõud,Jonatan Kalmus,"Lennuk vajab õhkutõusmiseks vajaliku üleslükkejõu saavutamiseks merepinna kõrgusel vähemalt $L=\SI{2}{km}$ pikkust hoorada. Kui pikka hoorada vajaks sama lennuk maailma kõrgeimal tsiviillennuväljal, mis asub merepinnast $\SI{4}{km}$ kõrgusel? Õhu tihedus merepinnal $\rho_1 = \SI{1,23}{kg/m^3}$ ning $\SI{4}{km}$ kõrgusel $\rho_2 = \SI{0,82 }{kg/m^3}$. Lennuki tiibade poolt tekitatav üleslükkejõud on võrdeline õhu tiheduse ning lennuki kiiruse ruudu korrutisega. Eeldada, et ilm on mõlemal juhul tuulevaikne ning lennuki kiirendus on kogu hoovõtu jooksul konstantne.",Mõlemal juhul on lennuki vajalik üleslükkejõud sama. Selle kaudu saab siduda lennuki lõppkiiruse ning seega ka hoovõturaja pikkuse.,"Teame, et üleslükkejõud $F$ on võrdeline õhu tiheduse ning kiiruse ruudu korrutisega. Seega, 
$$F=C\rho v^2 \Rightarrow v^2=\frac{F}{C\rho},$$
kus $C$ on võrdetegur. Kuna lennuk alustab hoovõttu paigalseisust ühtlase kiirendusega $a$, on läbitud teepikkus $s=v^2/(2a)$. Kuna lennuki mass (ning seega ka õhkutõusuks vajaminev üleslükkejõud) ja kiirendus mõlemal juhul samad, avalduvad teepikkused vastavalt kui
$$s_1=\frac{v_1^2}{2a}=\frac{F}{2Ca\rho_1},$$ 
$$s_2=\frac{v_2^2}{2a}=\frac{F}{2Ca\rho_2}.$$   

Võrrandid omavahel jagades saame
$$\frac{s_1}{s_2}=\frac{\rho_2}{\rho_1}.$$ 
Siit 
\[
s_2 = s_1\frac{\rho_1}{\rho_2} \approx \SI{3}{km}.
\]","Kasutada üleslükkejõu ja õhu tiheduse seost, et leida vajalik kiirus ja hoovõturaja pikkus.",,,,,physics-collection/probs_b3/2019-v2g-07.tex,probs_b3
